Starting preprocessing of the model file ...
S270(-1)                           0               0      287.754661      497.787856      284.866623      404.108554      251.943207      799.318504     -468.548969     1506.286437      -21.182779      287.755650               0               0        9.712550       13.149913        1.273855       16.038803       16.948550      234.557961       -3.437362       15.062864       -0.211828        6.216066       20.349077
S271(-1)                           0               0      304.828661      526.892678      301.821193      434.293292      309.102340      846.746281     -494.796475     1529.255124      -22.439665      304.829709               0               0       10.288847       13.918766        1.349671       17.236815       20.793720      248.475521       -3.629919       15.292551       -0.224397        6.584897       21.592922
S272(-1)                           0               0      322.650927      557.265135      319.519993      465.787878      368.700558      896.252576     -522.165900     1553.060180      -23.751634      322.652036               0               0       10.890400       14.721106        1.428816       18.486814       24.802970      263.003016       -3.830706       15.530602       -0.237516        6.969893       22.892556
S273(-1)                           0               0      341.242982      588.941817      337.984412      498.630189      430.808967      947.897173     -550.689972     1577.723535      -25.120270      341.244155               0               0       11.517935       15.557899        1.511384       19.790304       28.981084      278.157990       -4.039964       15.777235       -0.251203        7.371518       24.249572
S274(-1)                           0               0      360.626653      621.959834      357.236141      532.858646      495.499712     1001.740703     -580.401900     1603.267571      -26.547180      360.627892               0               0       12.172190       16.430126        1.597474       21.148809       33.332916      293.958236       -4.257936       16.032676       -0.265472        7.790244       25.665579
S275(-1)                           0               0      380.824072      656.356817      377.297173      568.512209      562.845979     1057.844644     -611.335363     1629.715121      -28.033993      380.825380               0               0       12.853911       17.338781        1.687182       22.563875       37.863388      310.421793       -4.484870       16.297151       -0.280340        8.226548       27.142213
S276(-1)                           0               0      401.857675      692.170920      398.189804      605.630383      632.921987     1116.271320     -643.524515     1657.089465      -29.582362      401.859056               0               0       13.563856       18.284872        1.780608       24.037071       42.577493      327.566951       -4.721015       16.570895       -0.295824        8.680915       28.681127
S277(-1)                           0               0      423.750206      729.440816      419.936634      644.253213      705.802990     1177.083905     -677.003982     1685.414325      -31.193959      423.751662               0               0       14.302792       19.269419        1.877855       25.569986       47.480293      345.412248       -4.966627       16.854143       -0.311940        9.153836       30.284001
S278(-1)                           0               0      446.524710      768.205699      442.560563      684.421281      781.565268     1240.346417     -711.808858     1714.713865      -32.870482      446.526245               0               0       15.071498       20.293460        1.979024       27.164230       52.576921      363.976470       -5.221962       17.147139       -0.328705        9.645810       31.952532
S279(-1)                           0               0      470.204541      808.505284      466.084796      726.175714      860.286123     1306.123725     -747.974712     1745.012687      -34.613650      470.206157               0               0       15.870760       21.358042        2.084218       28.821436       57.872576      383.278652       -5.487281       17.450127       -0.346136       10.157341       33.688442
S280(-1)                           0               0      494.813356      850.379805      490.532842      769.558175      942.043882     1374.481543     -785.537576     1776.335822      -36.425204      494.815056               0               0       16.701379       22.464228        2.193544       30.543258       63.372528      403.338078       -5.762850       17.763358       -0.364252       10.688940       35.493474
S281(-1)                           0               0      520.375117      893.870016      515.928509      814.610867     1026.917898     1445.486435     -824.533951     1808.708731      -38.306908      520.376905               0               0       17.564162       23.613096        2.307107       32.331369       69.082114      424.174281       -6.048934       18.087087       -0.383069       11.241124       37.369395
S282(-1)                           0               0      546.914091      939.017189      542.295912      861.376531     1114.988548     1519.205810     -865.000804     1842.157297      -40.260549      546.915971               0               0       18.459929       24.805736        2.425016       34.187468       75.006743      445.807042       -6.345807       18.421573       -0.402605       11.814418       39.317991
S283(-1)                           0               0      574.454853      985.863118      569.659467      909.898447     1206.337222     1595.707925     -906.975568     1876.707824      -42.287935      574.456827               0               0       19.389509       26.043250        2.547379       36.113271       81.151888      468.256391       -6.653741       18.767078       -0.422879       12.409352       41.341071
S284(-1)                           0               0      603.022280     1034.450113      598.043894      960.220433     1301.046330     1675.061888     -950.496141     1912.387034      -44.390898      603.024352               0               0       20.353742       27.326759        2.674307       38.110517       87.523094      491.542608       -6.973016       19.123870       -0.443909       13.026465       43.440468
S285(-1)                           0               0      632.641554     1084.821006      627.474216     1012.386843     1399.199293     1757.337650     -995.600885     1949.222060      -46.571292      632.643728               0               0       21.353478       28.657391        2.805913       40.180968       94.125972      515.686219       -7.303913       19.492221       -0.465713       13.666299       45.618036
S286(-1)                           0               0      663.338165     1137.019145      657.975758     1066.442571     1500.880542     1842.606013    -1042.328624     1987.240444      -48.830993      663.340444               0               0       22.389577       30.036294        2.942308       42.326404      100.966203      540.708001       -7.646716       19.872404       -0.488310       14.329406       47.875651
S287(-1)                           0               0      695.137906     1191.088397      689.574152     1122.433046     1606.175519     1930.938628    -1090.718648     2026.470134      -51.171900      695.140295               0               0       23.462910       31.464625        3.083609       44.548629      108.049535      566.628980       -8.001715       20.264701       -0.511719       15.016343       50.215212
S288(-1)                           0               0      728.066876     1247.073150      722.295329     1180.404231     1715.170673     2022.407990    -1140.810706     2066.939480      -53.595934      728.069378               0               0       24.574358       32.943558        3.229930       46.849467      115.381782      593.470429       -8.369199       20.669395       -0.535959       15.727674       52.638639
S289(-1)                           0               0      762.151480     1305.018307      756.165527     1240.402631     1827.953459     2117.087446    -1192.645009     2108.677231      -56.105039      762.154100               0               0       25.724812       34.474277        3.381389       49.230764      122.968828      621.253872       -8.749465       21.086772       -0.561050       16.463968       55.147878
S290(-1)                           0               0      797.418428     1364.969289      791.211285     1302.475282     1944.612335     2215.051188    -1246.262228     2151.712528      -58.701181      797.421168               0               0       26.915173       36.057984        3.538105       51.694387      130.816623      650.001081       -9.142811       21.517125       -0.587012       17.225803       57.744894
S291(-1)                           0               0      833.894733     1426.972038      827.459447     1366.669757     2065.236764     2316.374259    -1301.703497     2196.074909      -61.386349      833.897599               0               0       28.146354       37.695893        3.700198       54.242223      138.931187      679.734076       -9.549539       21.960749       -0.613863       18.013763       60.431675
S292(-1)                           0               0      871.607717     1491.073011      864.937160     1433.034167     2189.917211     2421.132548    -1359.010408     2241.794297      -64.162554      871.610713               0               0       29.419276       39.389229        3.867790       56.876183      147.318604      710.475126       -9.969953       22.417943       -0.641626       18.828438       63.210234
S293(-1)                           0               0      910.585006     1557.319185      903.671875     1501.617155     2318.745142     2529.402794    -1418.225010     2288.901002      -67.031829      910.588135               0               0       30.734872       41.139234        4.041002       59.598197      155.985028      742.246752      -10.404362       22.889010       -0.670318       19.670424       66.082604
S294(-1)                           0               0      950.854529     1625.758051      943.691346     1572.467901     2451.813022     2641.262581    -1479.389816     2337.425718      -69.996231      950.857797               0               0       32.094085       42.947163        4.219959       62.410216      164.936679      775.071719      -10.853079       23.374257       -0.699962       20.540324       69.050842
S295(-1)                           0               0      992.444524     1696.437621      985.023632     1645.636121     2589.214316     2756.790345    -1542.547794     2387.399520      -73.057838      992.447935               0               0       33.497867       44.814284        4.404787       65.314215      174.179844      808.973044      -11.316417       23.873995       -0.730578       21.438750       72.117027
S296(-1)                           0               0     1035.383533     1769.406424     1027.697093     1721.172062     2731.043488     2876.065368    -1607.742372     2438.853860      -76.218751     1035.387090               0               0       34.947182       46.741879        4.595613       68.312186      183.720879      843.973994      -11.794697       24.388539       -0.762188       22.366317       75.283260
S297(-1)                           0               0     1079.700401     1844.713505     1071.740396     1799.126512     2877.396001     2999.167781    -1675.017435     2491.820566      -79.481094     1079.704112               0               0       36.443005       48.731244        4.792563       71.406147      193.566205      880.098080      -12.288239       24.918206       -0.794811       23.323648       78.551667
S298(-1)                           0               0     1125.424283     1922.408427     1117.182510     1879.550788     3028.368313     3126.178564    -1744.417329     2546.331839      -82.847013     1125.428150               0               0       37.986317       50.783687        4.995770       74.598134      203.722310      917.369068      -12.797370       25.463318       -0.828470       24.311374       81.924394
S299(-1)                           0               0     1172.584636     2002.541272     1164.052706     1962.496745     3184.057880     3257.179543    -1815.986855     2602.420253      -86.318677     1172.588665               0               0       39.578115       52.900532        5.205362       77.890204      214.195752      955.810969      -13.322417       26.024203       -0.863187       25.330130       85.403612
S300(-1)                           0               0     1221.211222     2085.162637     1212.380563     2048.016772     3344.563156     3392.253395    -1889.771273     2660.118749      -89.898276     1221.215419               0               0       41.219403       55.083116        5.421472       81.284438      224.993152      995.448044      -13.863713       26.601187       -0.898983       26.380560       88.991512
S301(-1)                           0               0        0.625636       -8.425502        1.835728       10.780991        9.574901        1.737879       33.217671     1116.354746       -0.046056        0.625639               0               0        0.021117       -0.222574        0.008209        0.427890        0.644116        0.509976        0.243691       11.163547       -0.000461        0.013515        1.029997
S332(-1)                           0               0       12.283576       12.888906       13.256222      -17.507961       17.806941       34.121044       10.103857     1137.006689       -0.904243       12.283618               0               0        0.414606        0.340482        0.059279       -0.694879        1.197896       10.012733        0.074124       11.370067       -0.009042        0.265349        1.774252
S333(-1)                           0               0       13.864934       15.727500       14.810113      -14.924006       18.946627       38.513706        7.158063     1139.708211       -1.020654       13.864982               0               0        0.467982        0.415469        0.066227       -0.592324        1.274564       11.301748        0.052513       11.397082       -0.010207        0.299510        1.877673
S334(-1)                           0               0       15.602152       18.837578       16.517979      -11.510249       20.203113       43.339312        3.951784     1142.656647       -1.148537       15.602206               0               0        0.526618        0.497627        0.073864       -0.456834        1.359090       12.717810        0.028991       11.426566       -0.011485        0.337037        1.991766
S335(-1)                           0               0       17.505170       22.235659       18.389730       -7.916932       21.584451       48.625471        0.471262     1145.864930       -1.288626       17.505230               0               0        0.590850        0.587393        0.082234       -0.314218        1.452014       14.269020        0.003457       11.458649       -0.012886        0.378146        2.117276
S336(-1)                           0               0       19.584233       25.938763       20.435588       -4.004377       23.098986       54.400648       -3.297643     1149.346122       -1.441674       19.584301               0               0        0.661024        0.685217        0.091383       -0.158931        1.553899       15.963730       -0.024192       11.493461       -0.014417        0.423058        2.254977
S337(-1)                           0               0       21.849897       29.964410       22.666084        0.245390       24.755342       60.694158       -7.369463     1153.113411       -1.608459       21.849972               0               0        0.737497        0.791561        0.101357        0.009739        1.665324       17.810545       -0.054064       11.531134       -0.016085        0.472001        2.405668
S338(-1)                           0               0       24.313021       34.330630       25.092057        4.850853       26.562430       67.536171      -11.759153     1157.180094       -1.789779       24.313105               0               0        0.820635        0.906902        0.112206        0.192527        1.786890       19.818316       -0.086267       11.571801       -0.017898        0.525209        2.570176
S339(-1)                           0               0       26.984774       39.055962       27.724655        9.831008       28.529441       74.957707      -16.482083     1161.559574       -1.986458       26.984867               0               0        0.910814        1.031730        0.123978        0.390186        1.919213       21.996146       -0.120916       11.615596       -0.019865        0.582924        2.749353
S340(-1)                           0               0       29.876630       44.159454       30.575332       15.205371       30.665845       82.990639      -21.554056     1166.265356       -2.199339       29.876733               0               0        1.008422        1.166547        0.136725        0.603491        2.062932       24.353390       -0.158125       11.662654       -0.021993        0.645394        2.944080
S341(-1)                           0               0       33.000369       49.660671       33.655849       20.993979       32.981388       91.667692      -26.991323     1171.311037       -2.429290       33.000482               0               0        1.113858        1.311871        0.150501        0.833237        2.218701       26.899649       -0.198013       11.713110       -0.024293        0.712873        3.155261
S342(-1)                           0               0       36.368078       55.579697       36.978275       27.217400       35.486085      101.022439      -32.810593     1176.710315       -2.677201       36.368203               0               0        1.227528        1.468232        0.165358        1.080241        2.387195       29.644775       -0.240705       11.767103       -0.026772        0.785622        3.383827
S343(-1)                           0               0       39.992149       61.937136       40.554980       33.896735       38.190218      111.089303      -39.029042     1182.476979       -2.943983       39.992287               0               0        1.349850        1.636175        0.181352        1.345339        2.569106       32.598871       -0.286324       11.824770       -0.029440        0.863909        3.630735
S344(-1)                           0               0       43.885281       68.754114       44.398643       41.053624       41.104332      121.903559      -45.664320     1188.624919       -3.230572       43.885432               0               0        1.481255        1.816257        0.198540        1.629391        2.765142       35.772286       -0.335002       11.886249       -0.032306        0.948008        3.896965
S345(-1)                           0               0       48.060477       76.052284       48.522245       48.710244       44.239236      133.501326      -52.734565     1195.168128       -3.537925       48.060642               0               0        1.622180        2.009050        0.216980        1.933278        2.976031       39.175621       -0.386871       11.951681       -0.035379        1.038201        4.183522
S346(-1)                           0               0       52.531047       83.853822       52.939071       56.889321       47.605990      145.919575      -60.258402     1202.120708       -3.867022       52.531227               0               0        1.773074        2.215141        0.236731        2.257900        3.202517       42.819724       -0.442067       12.021207       -0.038670        1.134774        4.491435
S347(-1)                           0               0       57.310604       92.181435       57.662709       65.614124       51.215912      159.196123      -68.254957     1209.496880       -4.218864       57.310801               0               0        1.934398        2.435129        0.257854        2.604181        3.445362       46.715693       -0.500731       12.094969       -0.042189        1.238022        4.821756
S348(-1)                           0               0       62.413068      101.058358       62.707048       74.908475       55.080570      173.369634      -76.743855     1217.310990       -4.594477       62.413283               0               0        2.106621        2.669628        0.280411        2.973068        3.705342       50.874874       -0.563007       12.173110       -0.045945        1.348245        5.175562
S349(-1)                           0               0       67.852664      110.508357       68.086284       84.796743       59.211784      188.479621      -85.745229     1225.577524       -4.994908       67.852897               0               0        2.290223        2.919266        0.304465        3.365527        3.983254       55.308861       -0.629043       12.255775       -0.049949        1.465751        5.553953
S350(-1)                           0               0       73.643921      120.555718       73.814916       95.303827       63.621664      204.566448      -95.279672     1234.311122       -5.421226       73.644174               0               0        2.485695        3.184684        0.330082        3.782546        4.279913       60.029499       -0.698989       12.343111       -0.054212        1.590853        5.958056
S351(-1)                           0               0       79.801718      131.224864       79.907873      106.454417       68.323425      221.671440     -105.366685     1243.526361       -5.874526       79.801993               0               0        2.693538        3.466528        0.357329        4.225106        4.596206       65.048915       -0.772990       12.435264       -0.058745        1.723874        6.389114
S352(-1)                           0               0       86.341198      142.541129       86.380266      118.274493       73.329717      239.836661     -116.027822     1253.238253       -6.355923       86.341495               0               0        2.914265        3.765466        0.386272        4.694237        4.932986       70.379452       -0.851202       12.532383       -0.063559        1.865139        6.848306
S353(-1)                           0               0       93.277751      154.530883       93.247336      130.791582       78.652239      259.104863     -127.287223     1263.462245       -6.866551       93.278071               0               0        3.148393        4.082196        0.416980        5.191032        5.291039       76.033656       -0.933803       12.634622       -0.068666        2.014983        7.336703
S354(-1)                           0               0      100.627121      167.220572      100.524774      144.032883       84.303925      279.519781     -139.167682     1274.213710       -7.407568      100.627467               0               0        3.396456        4.417416        0.449522        5.716570        5.671236       82.024362       -1.020960       12.742137       -0.074076        2.173743        7.855507
S355(-1)                           0               0      108.405360      180.637166      108.228577      158.026127       90.600194      301.125999     -151.692467     1285.508242       -7.980155      108.405732               0               0        3.658994        4.771838        0.483972        6.271953        6.094794       88.364651       -1.112844       12.855082       -0.079802        2.341769        8.405946
S356(-1)                           0               0      116.628821      194.808168      116.375043      172.799604     -126.599701      323.968947     -164.885366     1297.361678       -8.585517      116.629222               0               0        3.936559        5.146189        0.520401        6.858303       -8.516528       95.067855       -1.209630       12.973617       -0.085855        2.519411        8.989270
S357(-1)                           0               0      125.314164      209.761616      124.980772      188.382167     -103.674584      348.094901     -178.770696     1309.790106       -9.224880      125.314595               0               0        4.229715        5.541210        0.558884        7.476764       -6.974325      102.147554       -1.311495       13.097901       -0.092249        2.707032        9.606752
S358(-1)                           0               0      134.478353      225.526083      134.062660      204.803228      -71.991883      373.550981     -193.373294     1322.809883       -9.899493      134.478815               0               0        4.539033        5.957655        0.599496        8.128505       -4.842988      109.617576       -1.418622       13.228099       -0.098995        2.904996       10.259683
S359(-1)                           0               0      144.138655      242.130676      143.637908      222.092764      -38.688306      400.385152     -208.718528     1336.437649      -10.610627      144.139150               0               0        4.865096        6.396293        0.642314        8.814716       -2.602613      117.491994       -1.531198       13.364376       -0.106106        3.113678       10.949377
S360(-1)                           0               0      154.312641      259.605036      153.724015      240.281313       -3.707726      428.646226     -224.832287     1350.690343      -11.359575      154.313172               0               0        5.208497        6.857908        0.687417        9.536607       -0.249424      125.785134       -1.649411       13.506903       -0.113596        3.333456       11.677169
S361(-1)                           0               0      165.018189      277.979340      164.338778      259.399975       33.007109      458.383857     -241.740986     1365.585214      -12.147653      165.018756               0               0        5.569840        7.343297        0.734883       10.295414        2.220432      134.511565       -1.773457       13.655852       -0.121477        3.564717       12.444412
S362(-1)                           0               0      176.273477      297.284296      175.500298      279.480412       71.514577      489.648547     -259.471561     1381.139834      -12.976200      176.274083               0               0        5.949739        7.853270        0.784795       11.092394        4.810879      143.686108       -1.903532       13.811398       -0.129762        3.807853       13.252484
S363(-1)                           0               0      188.096990      317.551148      187.226972      300.554846      111.874177      522.491639     -278.051470     1397.372113      -13.846577      188.097636               0               0        6.348816        8.388653        0.837234       11.928824        7.525923      153.323829       -2.039837       13.973721       -0.138466        4.063264       14.102779
S364(-1)                           0               0      200.507516      338.811672      199.537500      322.656061      154.146537      556.965323     -297.508690     1414.300306      -14.760166      200.508205               0               0        6.767707        8.950286        0.892283       12.806007       10.369640      163.440043       -2.182579       14.143003       -0.147602        4.331356       14.996715
S365(-1)                           0               0      213.524149      361.098175      212.450882      345.817401      198.393401      593.122636     -317.871717     1431.943026      -15.718372      213.524883               0               0        7.207056        9.539022        0.950029       13.725265       13.346184      174.050314       -2.331966       14.319430       -0.157184        4.612541       15.935729
S366(-1)                           0               0      227.166284      384.443497      225.986416      370.072768      244.677634      631.017457     -339.169561     1450.319254      -16.722625      227.167065               0               0        7.667518       10.155729        1.010557       14.687945       16.459786      185.170452       -2.488211       14.503193       -0.167226        4.907238       16.921279
S367(-1)                           0               0      241.453624      408.881010      240.163702      395.456622      293.063215      670.704511     -361.431744     1469.448342      -17.774374      241.454454               0               0        8.149757       10.801287        1.073954       15.695413       19.714747      196.816516       -2.651530       14.694483       -0.177744        5.215872       17.954843
S368(-1)                           0               0      256.406172      434.444615      255.002641      422.003982      343.615234      712.239368     -384.688301     1489.350029      -18.875091      256.407054               0               0        8.654448       11.476593        1.140310       16.749060       23.115448      209.004813       -2.822145       14.893500       -0.188751        5.538877       19.037920
S369(-1)                           0               0      272.044240      461.168744      270.523432      449.750422      396.399890      755.678444     -408.969775     1510.044442      -20.026272      272.045175               0               0        9.182278       12.182556        1.209715       17.850298       26.666341      221.751898       -3.000278       15.100444       -0.200263        5.876690       20.172029
S370(-1)                           0               0      288.388440      489.088359      286.746577      478.732073      451.484485      801.079001     -434.307215     1531.552100      -21.229434      288.389431               0               0        9.733942       12.920101        1.282261       19.000561       30.371954      235.074575       -3.186158       15.315521       -0.212294        6.229756       21.358711
S371(-1)                           0               0      305.459692      518.238949      303.692878      508.985619      508.937422      848.499144     -460.732172     1553.893926      -22.486118      305.460742               0               0       10.310146       13.690163        1.358041       20.201304       34.236888      248.989894       -3.380017       15.538939       -0.224861        6.598529       22.599527
S372(-1)                           0               0      323.279218      548.656533      321.383438      540.548298      568.828194      897.997827     -488.276700     1577.091244      -23.797885      323.280329               0               0       10.911607       14.493695        1.437149       21.454006       38.265819      263.515155       -3.582089       15.770912       -0.237979        6.983466       23.896059
S373(-1)                           0               0      341.868545      580.377656      339.839660      573.457901      631.227391      949.634847     -516.973350     1601.165789      -25.166320      341.869720               0               0       11.539050       15.331663        1.519681       22.760167       42.463495      278.667906       -3.792613       16.011658       -0.251663        7.385032       25.249908
S374(-1)                           0               0      361.249505      613.439391      359.083250      607.752769      696.206682     1003.470847     -546.855171     1626.139703      -26.593031      361.250746               0               0       12.193213       16.205044        1.605733       24.121307       46.834737      294.465942       -4.011831       16.261397       -0.265930        7.803698       26.662700
S375(-1)                           0               0      381.444235      647.879336      379.136213      643.471796      763.838821     1059.567319     -577.955703     1652.035543      -28.079646      381.445546               0               0       12.874844       17.114834        1.695405       25.538972       51.384440      310.927308       -4.239990       16.520355       -0.280796        8.239944       28.136077
S376(-1)                           0               0      402.475175      683.735615      400.020858      680.654423      834.197635     1117.986598     -610.308981     1678.876278      -29.627818      402.476558               0               0       13.584699       18.062039        1.788796       27.014726       56.117569      328.070295       -4.477340       16.788763       -0.296278        8.694254       29.671706
S377(-1)                           0               0      424.365072      721.046879      421.759793      719.340640      907.358023     1178.791867     -643.949525     1706.685296      -31.239222      424.366530               0               0       14.323546       19.047679        1.886008       28.550157       61.039165      345.913445       -4.724133       17.066853       -0.312392        9.167119       31.271273
S378(-1)                           0               0      447.136975      759.852300      444.375930      759.570984      983.395941     1242.047154     -678.912342     1735.486398      -32.915553      447.138512               0               0       15.092163       20.072790        1.987142       30.146872       66.154335      364.475546       -4.980627       17.354864       -0.329156        9.659036       32.936488
S379(-1)                           0               0      470.814242      800.191574      467.892488      801.386518     1062.388237     1307.817340     -715.232907     1765.303832      -34.658532      470.815860               0               0       15.891339       21.138421        2.092302       31.806504       71.468251      383.775639       -5.247081       17.653038       -0.346585       10.170512       34.669084
S380(-1)                           0               0      495.420533      842.104923      492.332978      844.828884     1144.413057     1376.168146     -752.947200     1796.162222      -36.469900      495.422235               0               0       16.721873       22.245633        2.201594       33.530702       76.986168      403.833007       -5.523761       17.961622       -0.364699       10.702056       36.470812
S381(-1)                           0               0      520.979810      885.633090      517.721217      889.940259     1229.549585     1447.166138     -792.091679     1828.086607      -38.351422      520.981600               0               0       17.584572       23.395504        2.315124       35.321143       82.713414      424.667185       -5.810932       18.280866       -0.383514       11.254187       38.343442
S382(-1)                           0               0      547.516344      930.817342      544.081322      936.763365     1317.878042     1520.878732     -832.703278     1861.102444      -40.304883      547.518225               0               0       18.480257       24.589123        2.433000       37.179522       88.655385      446.297957       -6.108866       18.611024       -0.403049       11.827428       40.288766
S383(-1)                           0               0      575.054708      977.699467      571.437714      985.341467     1409.479678     1597.374189     -874.819412     1895.235605      -42.332093      575.056684               0               0       19.409756       25.827594        2.555331       39.107554       94.817547      468.745352       -6.417838       18.952356       -0.423321       12.422311       42.308598
S384(-1)                           0               0      603.619783     1026.321777      599.815116     1035.718368     1504.436783     1676.721619     -918.477968     1930.512375      -44.434883      603.621857               0               0       20.373910       27.112035        2.682228       41.106980      101.205436      492.029651       -6.738125       19.305124       -0.444349       13.039372       44.404776
S385(-1)                           0               0      633.236752     1076.727103      629.238555     1087.938418     1602.832676     1758.990977     -963.717308     1966.959449      -46.615107      633.238928               0               0       21.373568       28.443577        2.813802       43.179560      107.824657      516.171383       -7.070009       19.669594       -0.466151       13.679157       46.579157
S386(-1)                           0               0      663.931105     1128.958797      659.733359     1142.046505     1704.751706     1844.253068    -1010.576263     2004.603931      -48.874642      663.933386               0               0       22.409591       29.823366        2.950168       45.327074      114.680884      541.191325       -7.413775       20.046039       -0.488746       14.342215       48.833622
S387(-1)                           0               0      695.728636     1183.060732      691.325160     1198.088056     1810.279253     1932.579544    -1059.094138     2043.473333      -51.215386      695.731027               0               0       23.482849       31.252561        3.091439       47.551326      121.779861      567.110502       -7.769711       20.434733       -0.512154       15.029104       51.170074
S388(-1)                           0               0      728.655445     1239.077300      724.039893     1256.109040     1919.501720     2024.042903    -1109.310705     2083.595570      -53.639261      728.657949               0               0       24.594224       32.732334        3.237731       49.854141      129.127399      593.950190       -8.138109       20.835956       -0.536393       15.740388       53.590437
S389(-1)                           0               0      762.737937     1297.053414      757.903795     1316.155965     2032.506533     2118.716491    -1161.266201     2124.998962      -56.148211      762.740558               0               0       25.744607       34.263871        3.389162       52.237364      136.729381      621.731911       -8.519265       21.249990       -0.561482       16.476637       56.096657
S390(-1)                           0               0      798.002821     1357.034507      792.943406     1378.275876     2149.382138     2216.674503    -1215.001334     2167.712228      -58.744201      798.005563               0               0       26.934898       35.848374        3.545851       54.702862      144.591757      650.477438       -8.913476       21.677122       -0.587442       17.238427       58.690704
S391(-1)                           0               0      834.477113     1419.066528      829.185571     1442.516358     2270.218001     2317.991980    -1270.557275     2211.764486      -61.429220      834.479980               0               0       28.166011       37.487055        3.707917       57.252525      152.720544      680.208792       -9.321044       22.117645       -0.614292       18.026344       61.374567
S392(-1)                           0               0      872.188132     1483.195949      866.657436     1508.925532     2395.104599     2422.744812    -1327.975658     2257.185250      -64.205280      872.191130               0               0       29.438867       39.181143        3.875482       59.888261      161.121829      710.948241       -9.742276       22.571853       -0.642053       18.840976       64.150262
S393(-1)                           0               0      911.163506     1549.469757      905.386451     1577.552058     2524.133427     2531.009738    -1387.298584     2304.004429      -67.074415      911.166637               0               0       30.754398       40.931878        4.048669       62.612003      169.801768      742.718305      -10.177480       23.040044       -0.670744       19.682920       67.019822
S394(-1)                           0               0      951.431163     1617.935460      945.400370     1648.445132     2657.396986     2642.864341    -1448.568613     2352.252323      -70.038679      951.434432               0               0       32.113548       42.740516        4.227601       65.425702      178.766582      775.541751      -10.626968       23.522523       -0.700387       20.552781       69.985306
S395(-1)                           0               0      993.019340     1688.641084      986.727249     1721.654487     2794.988791     2758.387055    -1511.828769     2401.959621      -73.100152      993.022752               0               0       33.517269       44.608325        4.412405       68.331334      188.022563      809.441595      -11.091057       24.019596       -0.731002       21.451167       73.048793
S396(-1)                           0               0     1035.956578     1761.635171     1029.395449     1797.230393     2937.003362     2877.657162    -1577.122536     2453.157402      -76.260935     1035.960138               0               0       34.966524       46.536588        4.603207       71.330892      197.576070      844.441101      -11.570064       24.531574       -0.762609       22.378696       76.212387
S397(-1)                           0               0     1080.271725     1836.966784     1073.433632     1875.223654     3083.536224     3000.754791    -1644.493860     2505.877130      -79.523152     1080.275437               0               0       36.462288       48.526601        4.800135       74.426393      207.433528      880.563784      -12.064312       25.058771       -0.795232       23.335990       79.478212
S398(-1)                           0               0     1125.993931     1914.685502     1118.870768     1955.685612     3234.683907     3127.760919    -1713.987146     2560.150650      -82.888947     1125.997800               0               0       38.005545       50.579673        5.003319       77.619875      217.601431      917.833406      -12.574128       25.601506       -0.828889       24.323679       82.848417
S399(-1)                           0               0     1173.152654     1994.841421     1165.736125     2038.668142     3390.543945     3258.757372    -1785.647257     2616.010192      -86.360491     1173.156685               0               0       39.597288       52.697128        5.212890       80.913397      228.086340      956.273979      -13.099840       26.160102       -0.863605       25.342400       86.325170
S400(-1)                           0               0     1221.777657     2077.485158     1214.059279     2124.223658     3551.214872     3393.826825    -1859.519519     2673.488363      -89.939973     1221.781855               0               0       41.238522       54.880303        5.428979       84.309039      238.894884      995.909763      -13.641781       26.734884       -0.899400       26.392796       89.910665
S432(-1)                           0               0       14.154272      -16.707999       18.717796      117.977490       40.460469       39.317423      125.285506     1210.139859       -1.041953       14.154321               0               0        0.477748       -0.441370        0.083701        4.682449        2.721829       11.537597        0.919118       12.101399       -0.010420        0.305760        4.184177
S433(-1)                           0               0       15.737747      -13.889797       20.278312      120.944296       41.644080       43.715965      122.422883     1212.424751       -1.158519       15.737802               0               0        0.531194       -0.366923        0.090680        4.800200        2.801452       12.828338        0.898117       12.124248       -0.011585        0.339966        4.292317
S434(-1)                           0               0       17.477030      -10.797970       21.992692      124.197173       42.945690       48.547305      119.291819     1214.929210       -1.286555       17.477090               0               0        0.589900       -0.285247        0.098346        4.929304        2.889013       14.246082        0.875147       12.149292       -0.012866        0.377538        4.411262
S435(-1)                           0               0       19.382043       -7.415761       23.870794      127.754414       44.373124       53.839007      115.877628     1217.666185       -1.426790       19.382109               0               0        0.654200       -0.195900        0.106744        5.070489        2.985038       15.798918        0.850100       12.176662       -0.014268        0.418690        4.541734
S436(-1)                           0               0       21.463018       -3.725975       25.922793      131.633876       45.934496       59.619493      112.165475     1220.648878       -1.579979       21.463091               0               0        0.724439       -0.098428        0.115920        5.224462        3.090074       17.495187        0.822867       12.206489       -0.015800        0.463643        4.684481
S437(-1)                           0               0       23.730498        0.289085       28.159178      135.853859       47.638207       65.918050      108.140134     1223.890082       -1.746898       23.730579               0               0        0.800973        0.007637        0.125921        5.391950        3.204685       19.343482        0.793336       12.238901       -0.017469        0.512625        4.840280
